County,Foreign_Born,Home_Ownership,Bachelor's_Degree
"Wayne County, MO",0.749029871,74.32071269,11.05046094
"Webster County, MO",1.670699096,76.63483269,18.36960385
"Worth County, MO",0.6559031282,79.94825356,15.64285714
"Wright County, MO",0.6387009472,77.42124542,12.84260627
"St. Louis city, MO",6.334852257,44.85771605,38.61718112
"Beaverhead County, MT",1.1616855,66.42317994,36.44028821
"Big Horn County, MT",0.8250572956,66.59304252,19.8196986
"Blaine County, MT",1.06685633,62.79172171,23.77670572
"Broadwater County, MT",1.476279203,83.04317549,22.26377953
"Carbon County, MT",1.211836543,73.80645161,31.38926093
"Carter County, MT",0.3003003003,63.5451505,21.32796781
"Cascade County, MT",1.498406832,68.01341932,27.60148112
"Chouteau County, MT",1.085297609,68.45238095,24.5158127
"Custer County, MT",1.881742912,67.29383507,26.63170163
"Daniels County, MT",3.061889251,80.67226891,26.01694915
"Dawson County, MT",1.26752664,72.20159151,24.62230794
"Deer Lodge County, MT",1.536830949,65.91328413,20.2247191
"Fallon County, MT",0.9860591635,72.0790378,18.09768638
"Fergus County, MT",1.574460682,67.33513305,27.57936508
"Flathead County, MT",2.862671071,74.31797694,34.89240924
"Gallatin County, MT",3.706395956,61.35271755,52.8854637
"Garfield County, MT",0,69.41747573,21.39737991
"Glacier County, MT",0.7836876859,63.59281437,20.47262795
"Golden Valley County, MT",1.307966706,85.63380282,23.39449541
"Granite County, MT",2.494061758,76.5450484,31.46067416
"Hill County, MT",0.7759576303,65.90543583,23.65107914
"Jefferson County, MT",2.183655178,83.1019013,33.26657766
"Judith Basin County, MT",1.422265817,76.83741648,27.27272727
"Lake County, MT",2.49769907,71.94190871,31.94343727
"Lewis and Clark County, MT",1.856281562,70.51946765,42.71446054
"Liberty County, MT",0.6021073758,62.41234222,27.21936904
"Lincoln County, MT",3.616609615,75.78248142,17.46001032
"McCone County, MT",1.317296678,89.13043478,21.34328358
"Madison County, MT",2.573781743,77.60606912,31.63573587
"Meagher County, MT",3.028747433,85.37170264,36.24161074
"Mineral County, MT",1.504729149,80.26948989,26.04799075
"Missoula County, MT",3.314465037,58.81933156,44.49228871
"Musselshell County, MT",1.868399675,80.81422555,19.71830986
"Park County, MT",2.390300231,70.24208566,36.34475597
"Petroleum County, MT",1.201923077,70.37037037,23.83900929
"Phillips County, MT",2.197023388,80.04574042,20.04623514
"Pondera County, MT",1.854017037,66.69763121,21.87424132
"Powder River County, MT",1.692047377,78.82037534,25.49162418
"Powell County, MT",1.443269506,69.88685814,19.38422299
"Prairie County, MT",8.106001559,75.05154639,22.42105263
"Ravalli County, MT",2.005526339,77.41815674,28.797412
"Richland County, MT",3.290515573,69.15433871,14.15882275
"Roosevelt County, MT",1.027872951,65.63934426,19.83176965
"Rosebud County, MT",1.793020457,64.34439698,19.43903389
"Sanders County, MT",0.9591755846,78.02764977,18.08466913
"Sheridan County, MT",1.702702703,77.27588603,25.50132425
"Silver Bow County, MT",1.461507959,70.14588859,27.65896191
"Stillwater County, MT",1.247493874,83.71481189,29.27500765
"Sweet Grass County, MT",0.7573708412,76.27939142,23.6020054
"Teton County, MT",1.025969862,76.01461039,25.4878909
"Toole County, MT",4.304503786,64.90250696,22.28474958
"Treasure County, MT",1.617647059,68.16816817,32.15613383
"Valley County, MT",0.4899364407,75.71478998,19.61295125
"Wheatland County, MT",2.86407767,77.37142857,20.69645204
"Wibaux County, MT",3.932082216,74.46351931,22.50970246
"Yellowstone County, MT",1.87525676,69.5317908,34.26132309
"Adams County, NE",6.020614584,68.34159,27.05107408
"Antelope County, NE",1.60266582,75.2589183,20.47574627
"Arthur County, NE",2.06185567,74.15730337,31.42857143
"Banner County, NE",7.014925373,69.47791165,30.39215686
"Blaine County, NE",0,77.6119403,20.80745342
"Boone County, NE",1.074671114,80.66964286,17.98772351
"Box Butte County, NE",6.800890703,73.0373934,18.06564434
"Boyd County, NE",3.338992643,82.89962825,16.90245719
"Brown County, NE",1.783723523,75.18488085,21.32796781
"Buffalo County, NE",4.530666826,66.28632828,35.16501225
"Burt County, NE",0.8337055233,76.98924731,23.39614652
"Butler County, NE",2.233369163,81.04332953,25.306828
"Cass County, NE",1.136491084,82.76429055,31.27268787
"Cedar County, NE",0.4298507463,79.60644007,23.30288375
"Chase County, NE",6.128509719,74.01894452,24.39688716
"Cherry County, NE",2.83208478,57.48815166,25.92691384
"Cheyenne County, NE",1.865317736,64.95012758,23.83318278
"Clay County, NE",3.23587385,80.4040404,21.57378618
"Colfax County, NE",32.21622645,78.2909292,12.82595512
"Cuming County, NE",5.877777778,71.03206683,23.95493142
"Custer County, NE",1.57107704,69.55756108,25.80336387
"Dakota County, NE",23.20255303,65.03272525,14.26023573
"Dawes County, NE",0.434835125,63.2032147,36.03012165
"Dawson County, NE",21.27553355,67.06015891,16.02295441
"Deuel County, NE",0.4305705059,83.04297329,20.80112439
"Dixon County, NE",7.546155225,75.16930023,22.22222222
"Dodge County, NE",5.904505716,65.73440919,21.67656926
"Douglas County, NE",9.998146362,61.83938238,41.22717001
"Dundy County, NE",0.5479452055,77.91878173,26.28205128
"Fillmore County, NE",1.205686522,80.6126731,22.84816248
"Franklin County, NE",0.7583591865,83.42629482,19.19704661
"Frontier County, NE",0.883179446,67.37657309,23.40425532
"Furnas County, NE",1.879049676,78.08287569,21.40030441
"Gage County, NE",1.680982728,70.66856019,20.00395596
"Garden County, NE",0.3937007874,79.61399276,23.05319969
"Garfield County, NE",0.9819967267,77.41935484,31.87221397
"Gosper County, NE",2.028830753,82.689747,28.09688581
"Grant County, NE",3.389830508,69.75088968,26.96629213
"Greeley County, NE",0.9945750452,82.46968026,17.13355049
"Hall County, NE",14.62405114,62.21593274,21.28818788
"Hamilton County, NE",0.9787234043,80.98965614,24.94925839
"Harlan County, NE",2.714932127,82.96478296,24.52830189
"Hayes County, NE",6.420021763,71.12299465,18.06167401
"Hitchcock County, NE",0.3816793893,77.18665464,18.83116883
"Holt County, NE",2.640654252,72.14714715,27.48512553
"Hooker County, NE",0,44.8630137,27.14285714
"Howard County, NE",1.837554046,75.66823899,22.30375806
"Jefferson County, NE",2.199025748,70.08327995,19.26871735
"Johnson County, NE",2.890064224,71.66085947,19.01279707
"Kearney County, NE",5.154019534,77.00335445,30.87971275
"Keith County, NE",2.721907744,73.97513885,19.90212072
"Keya Paha County, NE",2.026342452,78.94736842,28.75197472
"Kimball County, NE",1.296023564,72.28514324,11.53232243
"Knox County, NE",1.271538919,75.92535944,18.91656506
"Lancaster County, NE",8.408913784,59.30976599,40.85421962
"Lincoln County, NE",2.525194023,66.9865378,20.19931329
"Logan County, NE",0.357568534,84.03908795,25.2688172
"Loup County, NE",2.702702703,68.01470588,19.52277657
"McPherson County, NE",0.4385964912,76.68393782,17.40412979
"Madison County, NE",6.716753897,66.61905442,24.45715269
"Merrick County, NE",3.439739414,78.77165354,17.41769358
"Morrill County, NE",3.419552828,80.48511577,19.44977607
"Nance County, NE",0.2970885324,82.70849273,18.98734177
"Nemaha County, NE",1.011540105,69.69484391,30.47536358
"Nuckolls County, NE",1.319648094,81.57894737,26.82119205
"Otoe County, NE",6.789621757,76.76342072,25.64710171
"Pawnee County, NE",1.135918527,82.52336449,20.40133779
"Perkins County, NE",2.657342657,77.81629116,25.8524173
"Phelps County, NE",1.951817979,70.06570302,26.69074196
"Pierce County, NE",1.246404602,78.05980529,22.06477733
"Platte County, NE",11.27443818,74.75925369,24.57706557
"Polk County, NE",2.817445002,81.12927192,18.56586993
"Red Willow County, NE",0.8606173994,71.26303592,24.3902439
"Richardson County, NE",1.23566879,73.59910789,20.39844852
"Rock County, NE",0.6859756098,77.29636049,28.64864865
"Saline County, NE",15.67075306,73.75900331,21.93133047
"Sarpy County, NE",5.78443264,69.90947682,41.15876172
"Saunders County, NE",1.197818897,80.57799522,29.08841941
"Scotts Bluff County, NE",4.879604971,67.84840267,25.18904178
"Seward County, NE",0.9975062344,72.76459854,30.95774394
"Sheridan County, NE",1.587612701,69.58591147,21.69680111
"Sherman County, NE",1.313131313,75.05755948,18.86005561
"Sioux County, NE",3.270223752,62.44444444,24.90421456
"Stanton County, NE",2.419354839,79.30263746,20.10050251
"Thayer County, NE",0.4194966041,77.43190661,22.50996016
"Thomas County, NE",1.858108108,67.64705882,24.59677419
"Thurston County, NE",1.935675998,60.91319619,19.80874317
"Valley County, NE",1.307673328,77.42857143,26.9525802
"Washington County, NE",2.102087723,80.95700753,34.30314077
"Wayne County, NE",4.834553139,68.72152238,32.65194379
"Webster County, NE",0.4985337243,81.75675676,21.4910454
"Wheeler County, NE",0.1297016861,77.16763006,24.71358429
"York County, NE",2.054601745,74.51716738,25.26954883
"Churchill County, NV",6.737770081,66.89942678,17.64101393
"Clark County, NV",21.82379301,56.19011806,26.39487303
"Douglas County, NV",6.243431159,76.72491786,31.3312566
"Elko County, NV",6.78358209,68.36906263,17.00790126
"Esmeralda County, NV",13.67346939,51.75257732,24.28407789
"Eureka County, NV",2.15782984,75.96491228,15.21152115
"Humboldt County, NV",9.950191127,70.14028056,20.81312285
"Lander County, NV",5.970670391,75.57624113,14.03736378
"Lincoln County, NV",0.9540714444,73.67781155,15.34358331
"Lyon County, NV",6.990830319,76.38471447,16.11232406
"Mineral County, NV",2.451838879,73.89686337,14.64909592
"Nye County, NV",7.741111842,75.099556,12.53838534
"Pershing County, NV",10.88507667,73.0116649,10.05385996
"Storey County, NV",4.786324786,96.9858156,31.35239319
"Washoe County, NV",14.37738609,58.55472404,32.47802013
"White Pine County, NV",3.245526287,73.77341659,13.30459343
"Carson City, NV",13.06116843,61.87111967,24.30514207
"Belknap County, NH",3.240291642,77.09585452,31.94389446
"Carroll County, NH",2.539513408,81.54684901,37.5425085
"Cheshire County, NH",2.696775878,70.68334048,34.36400293
"Coos County, NH",2.853961184,73.14243759,20.41124393
"Grafton County, NH",5.806068079,70.61908562,43.2915784
"Hillsborough County, NH",10.02831575,67.12655701,40.21260596
"Merrimack County, NH",4.771371769,73.77153264,36.82286684
"Rockingham County, NH",4.933226301,78.4918383,43.57919964
"Strafford County, NH",4.078188829,67.09516613,38.72307972
"Sullivan County, NH",2.645539256,73.26495942,30.14886057
"Atlantic County, NJ",15.78740172,67.87134284,30.08147905
"Bergen County, NJ",31.39713588,65.11317028,51.6523964
"Burlington County, NJ",10.69257967,75.84463526,41.07529757
"Camden County, NJ",11.80888704,65.42461398,34.25545368
"Cape May County, NJ",4.749832384,78.44813642,35.85038328
"Cumberland County, NJ",10.87194312,66.02768903,17.3488229
"Essex County, NJ",28.98799354,44.6763298,37.39678829
"Gloucester County, NJ",5.817177261,79.67653369,35.17116215
"Hudson County, NJ",42.71679946,32.24606453,46.62013491
"Hunterdon County, NJ",10.40441831,84.48143973,55.4746005
"Mercer County, NJ",24.5882543,62.7987302,44.1523471
"Middlesex County, NJ",34.10486812,63.84969218,45.11413486
"Monmouth County, NJ",13.23647413,75.55749908,49.89332541
"Morris County, NJ",19.3396041,73.84537491,57.14083227
"Ocean County, NJ",7.766196799,79.89777254,32.94154741
"Passaic County, NJ",32.46414327,52.38277966,30.08659758
"Salem County, NJ",3.266502159,70.61913999,22.77341336
"Somerset County, NJ",26.85127747,75.33590455,57.26504182
"Sussex County, NJ",8.109358599,84.76077234,38.96956662
"Union County, NJ",31.60682353,57.66665333,38.30403198
"Warren County, NJ",9.852468129,72.76763579,35.47512111
"Bernalillo County, NM",10.20850996,63.37394831,36.61704379
"Catron County, NM",3.053645117,87.32131759,14.90598291
"Chaves County, NM",10.69535247,67.38831615,17.53335409
"Cibola County, NM",3.013487193,71.06105367,14.72859785
"Colfax County, NM",4.438156831,71.7066138,22.07299903
"Curry County, NM",8.407308544,59.34178581,21.45348447
"De Baca County, NM",0.2949852507,67.7462888,9.218612818
"Do̱a Ana County, NM",15.57056442,64.06446339,30.41892455
"Eddy County, NM",6.26305824,73.4132053,18.23569465
"Grant County, NM",4.020567021,71.48423663,26.37260193
"Guadalupe County, NM",7.953772944,78.22393822,14.00824014
"Harding County, NM",3.427719821,67.0781893,30.57324841
"Hidalgo County, NM",7.475961538,70.64868337,16.91884457
"Lea County, NM",17.71883507,68.41543952,14.59964987
"Lincoln County, NM",4.213233112,77.51079615,24.27614028
"Los Alamos County, NM",9.525788189,72.75739355,69.6672908
"Luna County, NM",15.70117749,66.60708301,11.86512758
"McKinley County, NM",2.869313058,71.88829914,12.43603659
"Mora County, NM",1.615969582,90.24390244,20.59516794
"Otero County, NM",9.585851142,65.66381336,20.98633074
"Quay County, NM",1.840064807,68.27255789,16.03448276
"Rio Arriba County, NM",5.513218319,78.87183859,18.23567661
"Roosevelt County, NM",8.499634312,60.09194081,20.4010384
"Sandoval County, NM",5.489763147,81.04387099,32.14158577
"San Juan County, NM",2.626479909,70.35006943,15.74320257
"San Miguel County, NM",3.281278707,71.6122907,23.78446749
"Santa Fe County, NM",12.09015995,71.50856099,42.17014231
"Sierra County, NM",4.189118721,73.22611164,19.7425829
"Socorro County, NM",5.494438704,74.94447809,16.76170889
"Taos County, NM",5.206671501,80.51834595,34.46581762
"Torrance County, NM",5.630467671,83.1934274,14.52371988
"Union County, NM",2.454590083,65.07177033,15.52447552
"Valencia County, NM",7.451737956,82.65453715,21.09240482
"Albany County, NY",11.41470475,56.52127861,44.4159645
"Allegany County, NY",1.738596417,80.79462321,24.50362065
"Bronx County, NY",33.9366102,19.96376005,21.21525751
"Broome County, NY",7.604164041,64.84958015,29.8324644
"Cattaraugus County, NY",1.566233766,73.73535296,20.20027104
"Cayuga County, NY",2.330283179,70.01941119,22.97648716
"Chautauqua County, NY",2.429378531,69.0778017,24.28974095
"Chemung County, NY",3.493491577,68.43497513,24.55848672
"Chenango County, NY",2.233735349,76.28482349,18.2690892
"Clinton County, NY",4.866042911,69.0392331,27.17629383
"Columbia County, NY",6.678162976,74.5770751,36.39207728
"Cortland County, NY",2.440380708,65.96629578,27.84040445
"Delaware County, NY",4.137822882,77.15654952,24.9954762
"Dutchess County, NY",11.13648399,68.81514758,38.98172472
"Erie County, NY",7.364028965,65.17819588,36.38392059
"Essex County, NY",4.065498204,77.00952381,31.17870722
"Franklin County, NY",3.893887355,70.89737495,22.14767084
"Fulton County, NY",2.028903904,69.06302312,19.32755722
"Genesee County, NY",2.606350079,73.39039974,23.16673445
"Greene County, NY",5.579711652,75.90347986,27.58791073
"Hamilton County, NY",1.709233792,84.92753623,23.3503774
"Herkimer County, NY",2.540925149,75.99740512,22.36300653
"Jefferson County, NY",4.711141385,54.49792837,25.21820741
"Kings County, NY",35.28358499,30.31242829,40.40221412
"Lewis County, NY",1.105282877,80.77211394,19.20995671
"Livingston County, NY",3.023555986,77.04706909,29.46287897
"Madison County, NY",2.868274037,77.74605441,26.87766729
"Monroe County, NY",8.246365047,63.65262593,40.48664485
"Montgomery County, NY",3.117443173,68.7229094,19.77615203
"Nassau County, NY",22.78578421,81.80402884,48.22290334
"New York County, NY",28.1084073,24.32316293,62.75048713
"Niagara County, NY",3.945719267,70.94809962,27.0287808
"Oneida County, NY",8.709181797,67.95274574,27.31570949
"Onondaga County, NY",7.903316922,65.30539202,36.94195465
"Ontario County, NY",3.93007267,72.5,37.23877612
"Orange County, NY",12.23117509,68.01613142,31.56118966
"Orleans County, NY",2.914217396,76.21751744,17.7990659
"Oswego County, NY",2.058676517,73.49956571,21.43248562
"Otsego County, NY",3.835584302,74.12687738,33.69587314
"Putnam County, NY",14.1052868,83.94407358,42.82623452
"Queens County, NY",47.13803559,45.19139778,34.7688183
"Rensselaer County, NY",5.716309501,62.80565307,35.3609384
"Richmond County, NY",24.83663843,68.62470588,35.33407421
"Rockland County, NY",20.69214943,68.27420817,42.46352001
"St. Lawrence County, NY",3.642219564,71.30848571,23.47970846
"Saratoga County, NY",5.551183101,72.05540144,43.40602406
"Schenectady County, NY",10.05600607,63.91094991,34.24142961
"Schoharie County, NY",3.093093093,77.42408206,24.96164396
"Schuyler County, NY",1.825819098,76.87348912,24.48242114
"Seneca County, NY",2.362485513,72.54441345,22.14754098
"Steuben County, NY",3.285818089,72.717988,25.85234536
"Suffolk County, NY",15.97620444,81.80545384,39.02637419
"Sullivan County, NY",10.51254366,69.10854658,27.76837785
"Tioga County, NY",2.012659275,77.88991729,26.31594094
"Tompkins County, NY",12.96475062,54.27135678,57.48740925
"Ulster County, NY",7.764351946,69.15519269,35.58729212
"Warren County, NY",3.474209853,70.63326842,33.8419707
"Washington County, NY",2.84129832,73.92613988,21.12878286
"Wayne County, NY",2.632385791,79.76480559,24.99923353
"Westchester County, NY",25.57720983,62.2733453,51.75983794
"Wyoming County, NY",2.189002925,77.12357603,18.22371319
"Yates County, NY",1.578116781,77.25737447,24.03559059
"Alamance County, NC",8.442824792,66.03384296,27.33446226
"Alexander County, NC",2.539378167,81.24409563,15.32276417
"Alleghany County, NC",4.404404404,80.51448248,20.74518101
"Anson County, NC",3.292792793,67.40866199,11.38695377
"Ashe County, NC",3.068126612,79.76824833,20.78971712
"Avery County, NC",3.687991402,78.55269249,22.30390355
"Beaufort County, NC",3.58972065,70.77798861,19.46840399
"Bertie County, NC",0.875519138,74.92840779,16.60335196
"Bladen County, NC",2.42895964,69.67328298,20.25108915
"Brunswick County, NC",3.188497076,83.73635394,32.39707408
"Buncombe County, NC",6.418654365,64.39502142,43.03392575
"Burke County, NC",4.896411121,76.10740162,19.76236213
"Cabarrus County, NC",8.777981943,72.98777315,36.48681023
"Caldwell County, NC",2.978343823,74.55479452,17.24244452
"Camden County, NC",1.668720963,84.06096616,24.3484225
"Carteret County, NC",2.994747853,72.90721378,31.87186074
"Caswell County, NC",2.826746384,75.53779241,15.42658433
"Catawba County, NC",6.870959127,71.04528103,24.7997431
"Chatham County, NC",9.92391276,79.82075744,46.5158084
"Cherokee County, NC",2.03685742,81.27449443,23.62752531
"Chowan County, NC",2.226237803,64.35006435,24.20069792
"Clay County, NC",4.02288575,79.72199509,28.81534323
"Cleveland County, NC",2.512885951,69.68304756,19.38858775
"Columbus County, NC",2.427843469,70.76882981,14.53329618
"Craven County, NC",4.048546954,67.91532533,25.65655972
"Cumberland County, NC",6.740014379,52.64112983,26.89048193
"Currituck County, NC",2.725747833,87.50450126,27.05888106
"Dare County, NC",4.679763186,77.8123251,42.53864873
"Davidson County, NC",5.425432748,72.55038118,20.47226946
"Davie County, NC",5.212642343,82.31722128,26.18041103
"Duplin County, NC",13.01508761,69.38242397,15.87729547
"Durham County, NC",14.48903572,55.38757945,51.88486175
"Edgecombe County, NC",3.034626123,61.90180879,17.74846086
"Forsyth County, NC",8.895368988,61.92193134,35.30924736
"Franklin County, NC",4.856486797,77.21452045,23.70582302
"Gaston County, NC",5.155215485,67.036394,24.99654058
"Gates County, NC",1.693786278,79.65733591,8.89519144
"Graham County, NC",2.423263328,79.93079585,13.82337752
"Granville County, NC",5.35635454,76.48918856,23.65903695
"Greene County, NC",7.325917577,67.05432062,11.45811931
"Guilford County, NC",10.71434529,59.53341948,37.92302959
"Halifax County, NC",2.417370622,63.49868415,15.73327961
"Harnett County, NC",5.96208376,68.36849802,22.75900239
"Haywood County, NC",2.400566353,74.79702428,28.74506034
"Henderson County, NC",6.78206218,74.41710106,33.95657211
"Hertford County, NC",4.063236722,65.38968035,16.02140592
"Hoke County, NC",5.667908462,69.91504789,20.17884457
"Hyde County, NC",4.982743745,70.82917083,14.24716676
"Iredell County, NC",7.048057113,71.67754786,32.69990564
"Jackson County, NC",4.255921487,62.05107966,29.82430719
"Johnston County, NC",7.613151816,76.62589593,26.22962017
"Jones County, NC",2.569361978,75.96330275,15.74182243
"Lee County, NC",9.402139711,65.30561331,21.01244736
"Lenoir County, NC",3.993027183,58.8219722,15.01123948
"Lincoln County, NC",4.851420968,78.57633916,26.06097116
"McDowell County, NC",4.064621659,73.4216894,17.96271311
"Macon County, NC",5.144521139,73.82376625,24.45844821
"Madison County, NC",1.265527225,76.80833432,32.21652787
"Martin County, NC",1.955256457,66.56665238,15.46913041
"Mecklenburg County, NC",16.12179634,55.87280332,47.78163189
"Mitchell County, NC",3.609313497,79.45670628,22.03982777
"Montgomery County, NC",8.073067843,71.73066807,19.73446976
"Moore County, NC",4.931569388,77.13130056,39.86552855
"Nash County, NC",4.275114456,64.9273675,21.94852886
"New Hanover County, NC",5.302146984,59.53888472,43.40380456
"Northampton County, NC",2.025330899,71.82098352,17.76638263
"Onslow County, NC",3.906012195,58.92914983,25.65917216
"Orange County, NC",12.25885594,64.71530954,61.71445872
"Pamlico County, NC",2.963383941,81.57894737,24.46514485
"Pasquotank County, NC",2.852622732,64.20697705,26.07617679
"Pender County, NC",3.700155864,82.30716313,28.61440941
"Perquimans County, NC",2.283000077,76.59841954,19.58689459
"Person County, NC",2.601517978,77.61943119,17.52234537
"Pitt County, NC",5.088903946,51.22448131,33.13782435
"Polk County, NC",4.227658921,76.5367053,33.33550914
"Randolph County, NC",5.893229365,73.7771496,16.76037804
"Richmond County, NC",3.513407031,65.2152966,17.23538435
"Robeson County, NC",4.370050947,65.58846362,14.61685445
"Rockingham County, NC",3.905316361,71.33815552,15.44309165
"Rowan County, NC",5.33974311,70.74781871,20.57995828
"Rutherford County, NC",3.044217687,73.34906558,19.77624711
"Sampson County, NC",10.42534181,73.20869362,14.90131992
"Scotland County, NC",2.185728479,59.79221204,14.47300328
"Stanly County, NC",3.977807184,74.86223867,18.74277162
"Stokes County, NC",1.458743512,77.81814353,16.12013577
"Surry County, NC",5.99336404,72.80096585,18.21161973
"Swain County, NC",2.767162067,72.74806474,21.11961921
"Transylvania County, NC",2.553499743,76.13042569,37.07156567
"Tyrrell County, NC",5.724402479,74.8334567,12.23446105
"Union County, NC",10.81758701,82.53541129,38.44825691
"Vance County, NC",5.212745929,59.0336786,17.80555556
"Wake County, NC",13.80457432,64.33076189,55.65360515
"Warren County, NC",2.919746849,70.4397606,17.33466221
"Washington County, NC",1.239706814,68.6134368,14.10369623
"Watauga County, NC",3.166483315,60.97008587,44.52316076
"Wayne County, NC",7.106741573,61.33889966,19.99028977
"Wilkes County, NC",3.252930057,73.00084407,16.38396784
"Wilson County, NC",5.641501519,59.48524174,20.46479811
"Yadkin County, NC",4.973175966,76.3973064,14.11498586
"Yancey County, NC",2.697162585,78.406922,22.3698462
"Adams County, ND",2.694063927,73.62086259,20.43147208
"Barnes County, ND",2.992795123,74.46852003,28.70444267
"Benson County, ND",0.9899328859,71.74959872,20.647653
"Billings County, ND",2.026221692,74.0625,28.94736842
"Bottineau County, ND",3.260021837,80.82663605,26.34288272
"Bowman County, ND",0.8067226891,79.04040404,21.80562407
"Burke County, ND",4.120879121,82.31578947,24.72491909
"Burleigh County, ND",3.378604878,71.42033346,37.27115196
"Cass County, ND",8.157657464,52.33633105,42.61554075
"Cavalier County, ND",2.736385803,82.7518104,23.57169883
"Dickey County, ND",3.038177094,77.76617954,26.70632436
"Divide County, ND",2.186788155,71.38121547,21.33160957
"Dunn County, ND",3.556433687,71.19892833,18.98560658
"Eddy County, ND",0.5543710021,69.45218199,26.9005848
"Emmons County, ND",0.9099181074,80.60402685,18.09290954
"Foster County, ND",0.02951593861,78.28418231,22.38562092
"Golden Valley County, ND",1.499423299,74.73997028,23.55242567
"Grand Forks County, ND",6.06222661,51.14690093,36.7156363
"Grant County, ND",3.793103448,86.22641509,21.06174264
"Griggs County, ND",1.992204417,81.87702265,26.71800948
"Hettinger County, ND",0.5651998385,77.63033175,17.72702556
"Kidder County, ND",1.338352154,74.34743474,18.68990385
"LaMoure County, ND",0.3143893591,84.393404,25.33829499
"Logan County, ND",2.001081666,83.11688312,24.33823529
"McHenry County, ND",1.764926774,81.87716263,19.38748336
"McIntosh County, ND",3.993673389,77.95473596,16.70898933
"McKenzie County, ND",2.613450749,56.46728972,24.63414634
"McLean County, ND",2.147019732,82.92624521,22.24728606
"Mercer County, ND",1.697346402,83.79524887,19.92220531
"Morton County, ND",1.268377922,73.39303332,26.73080302
"Mountrail County, ND",3.140547264,60.6103419,22.66666667
"Nelson County, ND",3.603305785,75.09637625,28.5908473
"Oliver County, ND",0.4912663755,87.39255014,21.63424125
"Pembina County, ND",4.406829126,74.36676798,21.89265537
"Pierce County, ND",1.725431358,80.16577857,29.38704028
"Ramsey County, ND",2.936364419,62.13111507,25.46764408
"Ransom County, ND",3.549355465,74.39284193,21.18665648
"Renville County, ND",1.796669588,83.58556461,22.76315789
"Richland County, ND",0.8158085569,69.23757558,23.97792123
"Rolette County, ND",0.6671005532,66.08505998,16.23812186
"Sargent County, ND",4.127481714,73.49884527,18.43920145
"Sheridan County, ND",0.1494768311,82.91925466,14.32637571
"Sioux County, ND",0.05133470226,43.45749761,11.46744412
"Slope County, ND",0.4778972521,90.31339031,22.79069767
"Stark County, ND",3.570887265,64.26515152,25.22611181
"Steele County, ND",1.127395716,77.37430168,29.98430141
"Stutsman County, ND",2.498958767,64.73106476,24.47524489
"Towner County, ND",3.810408922,75.72614108,17.06070288
"Traill County, ND",1.824087956,73.02891933,30.62764587
"Walsh County, ND",3.411352222,78.15088426,17.9007323
"Ward County, ND",4.087326698,61.1971359,29.40037378
"Wells County, ND",0.6015037594,74.33333333,21.57546183
"Williams County, ND",8.350394104,53.68933906,24.4989138
"Adams County, OH",1.043294922,71.45945946,15.22248244
"Allen County, OH",1.818057147,67.49478336,19.14498956
"Ashland County, OH",1.266136095,77.90799883,21.90188848
"Ashtabula County, OH",1.616734585,73.35598848,15.67779331
"Athens County, OH",3.999934722,60.65893189,34.27092273
"Auglaize County, OH",0.6095583944,77.28815357,20.71328849
"Belmont County, OH",1.092346065,74.52452452,17.43010357
"Brown County, OH",0.3545693698,74.57837009,14.54336777
"Butler County, OH",7.186469136,69.49341341,31.90416645
"Carroll County, OH",0.411045925,76.57419639,13.45303149
"Champaign County, OH",0.9996125533,76.31309249,18.14573917
"Clark County, OH",2.163721601,68.53993397,18.64698279
"Clermont County, OH",2.04930788,73.7752684,30.19675113
"Clinton County, OH",2.086650664,70.71384991,20.60747498
"Columbiana County, OH",0.9437393706,73.19095295,16.48208292
"Coshocton County, OH",0.6197275383,71.66022118,16.50416171
"Crawford County, OH",1.268483792,69.42976662,14.76646951
"Cuyahoga County, OH",7.569591444,58.445642,35.17573138
"Darke County, OH",0.8251048289,71.7730429,16.29572998
"Defiance County, OH",1.830287206,77.40794129,18.92066631
"Delaware County, OH",8.459138999,78.87860712,57.44032256
"Erie County, OH",1.48873159,71.38273682,26.46663103
"Fairfield County, OH",4.065356934,74.88377637,31.08964265
"Fayette County, OH",2.145254489,64.50086059,13.73598626
"Franklin County, OH",12.04704476,53.46186892,41.68790461
"Fulton County, OH",1.525749965,81.69423202,18.27673559
"Gallia County, OH",0.942751742,75.89135628,18.1727209
"Geauga County, OH",2.679796763,87.07001501,39.35063364
"Greene County, OH",4.57548324,67.03811176,41.19499068
"Guernsey County, OH",0.9711265589,72.60748531,14.93204245
"Hamilton County, OH",5.917810338,59.1670947,40.31573163
"Hancock County, OH",2.982470162,68.85109913,28.49580601
"Hardin County, OH",1.753641173,74.39862543,18.48188367
"Harrison County, OH",0.6332599119,77.75478531,11.6831307
"Henry County, OH",1.54342234,79.10367654,18.13990045
"Highland County, OH",0.6769088599,72.80680729,15.18439644
"Hocking County, OH",0.683176772,78.89883855,14.7490697
"Holmes County, OH",0.2620107063,78.03064443,11.0596102
"Huron County, OH",1.473051027,73.39799099,15.53507476
"Jackson County, OH",0.875226484,74.36762226,15.8787716
"Jefferson County, OH",1.239276961,71.10443777,19.50022697
"Knox County, OH",1.251256843,73.0371588,23.71028855
"Lake County, OH",5.444031072,74.73420321,29.92733663
"Lawrence County, OH",0.7707693899,72.91917168,18.15401928
"Licking County, OH",3.799400595,73.47224081,29.54884307
"Logan County, OH",1.453425311,76.60684474,18.85555521
